Transactions
User,Demo User (synthetic data),47c631d5-08de-d617-2c28-cf1ecd88823b

ID,Timestamp,Transaction Type,Asset,Quantity Transacted,Price Currency,Price at Transaction,Subtotal,Total (inclusive of fees and/or spread),Fees and/or Spread,Notes
70fa76c6-384d-3c3f-acd6-8a8c8550d4aa,2021-03-10 02:48:00 UTC,Buy,BTC,0.00169010,USD,"$58,286.41",$98.51,$100.00,$1.49,Bought 0.00169010 BTC for 100.00 USD
7106b1eb-c789-31b7-9725-e5ee691f6422,2021-03-17 03:44:00 UTC,Buy,BTC,0.00168587,USD,"$58,432.89",$98.51,$100.00,$1.49,Bought 0.00168587 BTC for 100.00 USD
cf2fe330-7915-1f7d-2f9a-e83f28001002,2021-03-24 05:21:00 UTC,Buy,BTC,0.00173768,USD,"$56,690.67",$98.51,$100.00,$1.49,Bought 0.00173768 BTC for 100.00 USD
77153808-0227-53b2-4ef4-897ed9ac29d3,2021-03-31 04:09:00 UTC,Buy,BTC,0.00168760,USD,"$58,372.86",$98.51,$100.00,$1.49,Bought 0.00168760 BTC for 100.00 USD
e9f7b31d-e998-1f3c-ff17-05947006793f,2021-04-05 04:09:00 UTC,Send,BTC,-0.01000000,USD,"$52,888.16",-$528.88,-$528.88,$0.00,Sent 0.01000000 BTC to bc1q7kk1cc3ew0cnhd6fse69n1hzwy6yvnte8b8ux2
b66cae9f-139e-3507-74cb-d3fc24ccd3c5,2021-04-07 03:48:00 UTC,Buy,BTC,0.00186230,USD,"$52,896.85",$98.51,$100.00,$1.49,Bought 0.00186230 BTC for 100.00 USD
b66cae9f-139e-3507-74cb-d3fc24ccd3c5,2021-04-07 03:48:00 UTC,Buy,BTC,0.00186230,USD,"$52,896.85",$98.51,$100.00,$1.49,Bought 0.00186230 BTC for 100.00 USD
ee0dcbe9-dbee-aefd-f601-ea1d467f7778,2021-04-14 04:06:00 UTC,Buy,BTC,0.00204282,USD,"$48,222.52",$98.51,$100.00,$1.49,Bought 0.00204282 BTC for 100.00 USD
e925dfca-e1e7-b8c0-b42e-642760ae5055,2021-04-21 02:24:00 UTC,Buy,BTC,0.00233626,USD,"$42,165.74",$98.51,$100.00,$1.49,Bought 0.00233626 BTC for 100.00 USD
bafc616f-1e20-d462-b979-92f9e09cf33e,2021-04-28 02:22:00 UTC,Buy,BTC,0.00247432,USD,"$39,812.99",$98.51,$100.00,$1.49,Bought 0.00247432 BTC for 100.00 USD
59ac786d-b183-d4ce-580c-5f12743bcde1,2021-05-05 04:38:00 UTC,Buy,BTC,0.00259033,USD,"$38,029.85",$98.51,$100.00,$1.49,Bought 0.00259033 BTC for 100.00 USD
22e3e308-a51f-2045-273c-1a169c32f792,2021-05-12 04:51:00 UTC,Buy,BTC,0.00271483,USD,"$36,285.91",$98.51,$100.00,$1.49,Bought 0.00271483 BTC for 100.00 USD
f828dbb9-a257-6ab2-d92b-dc606c67d9ca,2021-05-19 02:46:00 UTC,Buy,BTC,0.00274747,USD,"$35,854.79",$98.51,$100.00,$1.49,Bought 0.00274747 BTC for 100.00 USD
01e986a5-a022-db7c-8e0c-ddff36829a48,2021-05-26 05:34:00 UTC,Buy,BTC,0.00276634,USD,"$35,610.27",$98.51,$100.00,$1.49,Bought 0.00276634 BTC for 100.00 USD
8d82a6b0-086b-281c-648c-b364e211935d,2021-06-02 02:59:00 UTC,Buy,BTC,0.00270270,USD,"$36,448.74",$98.51,$100.00,$1.49,Bought 0.00270270 BTC for 100.00 USD
878f0350-b13c-6747-c4a7-4dbf33593460,2021-06-09 05:05:00 UTC,Buy,BTC,0.00266536,USD,"$36,959.37",$98.51,$100.00,$1.49,Bought 0.00266536 BTC for 100.00 USD
0d573658-b3df-2fec-3d0f-23f4477a376b,2021-06-16 04:53:00 UTC,Buy,BTC,0.00264747,USD,"$37,209.05",$98.51,$100.00,$1.49,Bought 0.00264747 BTC for 100.00 USD
0d573658-b3df-2fec-3d0f-23f4477a376b,2021-06-16 04:53:00 UTC,Buy,BTC,0.00264747,USD,"$37,209.05",$98.51,$100.00,$1.49,Bought 0.00264747 BTC for 100.00 USD
62b7bd5e-49b0-8083-8ef2-d552499c53c6,2021-06-23 04:36:00 UTC,Buy,BTC,0.00243952,USD,"$40,380.89",$98.51,$100.00,$1.49,Bought 0.00243952 BTC for 100.00 USD
c4f06d9e-7456-4485-d6e6-c25a839a4f8f,2021-06-30 03:45:00 UTC,Buy,BTC,0.00241686,USD,"$40,759.44",$98.51,$100.00,$1.49,Bought 0.00241686 BTC for 100.00 USD
b088e92e-d968-820b-e91c-a5b657489878,2021-07-07 02:02:00 UTC,Buy,BTC,0.00224157,USD,"$43,946.89",$98.51,$100.00,$1.49,Bought 0.00224157 BTC for 100.00 USD
b3ba0efa-8f43-ae0d-d5b0-3d55096ee389,2021-07-14 03:49:00 UTC,Buy,BTC,0.00227792,USD,"$43,245.60",$98.51,$100.00,$1.49,Bought 0.00227792 BTC for 100.00 USD
f5984d3b-570a-d411-50f0-5514b530846b,2021-07-21 04:05:00 UTC,Buy,BTC,0.00216612,USD,"$45,477.67",$98.51,$100.00,$1.49,Bought 0.00216612 BTC for 100.00 USD
70ef7dcf-bbef-2ae7-77a7-6f15791ad9ec,2021-07-26 04:05:00 UTC,Send,BTC,-0.01000000,USD,"$44,594.84",-$445.95,-$445.95,$0.00,Sent 0.01000000 BTC to bc1q6atx792tp9hy2maag8tkr7sfs935u147skllpt
8f2615f4-05a2-0055-f4be-7a865d175591,2021-07-28 03:55:00 UTC,Buy,BTC,0.00208599,USD,"$47,224.65",$98.51,$100.00,$1.49,Bought 0.00208599 BTC for 100.00 USD
0ef107f3-f3b1-ca49-c0b5-1a3b254dc10e,2021-08-04 02:24:00 UTC,Buy,BTC,0.00211045,USD,"$46,677.14",$98.51,$100.00,$1.49,Bought 0.00211045 BTC for 100.00 USD
9833e3b1-7c9f-7f4b-034a-d86874edf2a9,2021-08-11 04:29:00 UTC,Buy,BTC,0.00214129,USD,"$46,005.08",$98.51,$100.00,$1.49,Bought 0.00214129 BTC for 100.00 USD
5aaf29ef-11e2-217b-67c7-b43f5680a2ba,2021-08-18 04:10:00 UTC,Buy,BTC,0.00217910,USD,"$45,206.80",$98.51,$100.00,$1.49,Bought 0.00217910 BTC for 100.00 USD
dd7387e1-c32a-9433-a834-caa3f67ccd93,2021-08-25 04:22:00 UTC,Buy,BTC,0.00216970,USD,"$45,402.49",$98.51,$100.00,$1.49,Bought 0.00216970 BTC for 100.00 USD
8726e800-2133-0d75-5887-5cb8a23faa2e,2021-09-01 03:42:00 UTC,Buy,BTC,0.00220643,USD,"$44,646.72",$98.51,$100.00,$1.49,Bought 0.00220643 BTC for 100.00 USD
82c16288-5566-459d-c3e2-13c64377ea52,2021-09-06 03:42:00 UTC,Send,BTC,-0.01000000,USD,"$47,554.11",-$475.54,-$475.54,$0.00,Sent 0.01000000 BTC to bc1qgmmjgs89u13gxvggablsc2dvgwn3xdshe933p0
3b97c168-b860-9811-210d-ac26662cf5cc,2021-09-08 04:44:00 UTC,Buy,BTC,0.00209971,USD,"$46,915.93",$98.51,$100.00,$1.49,Bought 0.00209971 BTC for 100.00 USD
9071eb0a-0d80-31ce-313e-cb30a50ca6f9,2021-09-15 02:38:00 UTC,Buy,BTC,0.00190128,USD,"$51,812.44",$98.51,$100.00,$1.49,Bought 0.00190128 BTC for 100.00 USD
8bb662bd-ca87-8e34-d30f-c7512e160f3e,2021-09-22 03:34:00 UTC,Buy,BTC,0.00175359,USD,"$56,176.12",$98.51,$100.00,$1.49,Bought 0.00175359 BTC for 100.00 USD
d475aa32-35ee-d3b3-0e89-48ced0184bed,2021-09-29 03:10:00 UTC,Buy,BTC,0.00169700,USD,"$58,049.58",$98.51,$100.00,$1.49,Bought 0.00169700 BTC for 100.00 USD
af25a89b-9eb2-c280-2800-a999d5b43db7,2021-10-06 05:24:00 UTC,Buy,BTC,0.00162956,USD,"$60,451.72",$98.51,$100.00,$1.49,Bought 0.00162956 BTC for 100.00 USD
e61ecccf-b489-5073-aff0-cb2348b1fe7d,2021-10-13 04:59:00 UTC,Buy,BTC,0.00165229,USD,"$59,620.14",$98.51,$100.00,$1.49,Bought 0.00165229 BTC for 100.00 USD
7a1d1344-e3dd-567b-5d02-ee5daa264d36,2021-10-20 03:43:00 UTC,Buy,BTC,0.00164055,USD,"$60,046.88",$98.51,$100.00,$1.49,Bought 0.00164055 BTC for 100.00 USD
a84e0246-6411-5a71-8cf9-0e3b7732ac97,2021-10-27 04:53:00 UTC,Buy,BTC,0.00172150,USD,"$57,223.28",$98.51,$100.00,$1.49,Bought 0.00172150 BTC for 100.00 USD
ad5ea638-77c9-43b4-d8be-2cc6616453d1,2021-11-03 02:14:00 UTC,Buy,BTC,0.00173810,USD,"$56,676.79",$98.51,$100.00,$1.49,Bought 0.00173810 BTC for 100.00 USD
e0342aaf-824b-3536-6902-f298abfdcc4b,2021-11-10 02:51:00 UTC,Buy,BTC,0.00185744,USD,"$53,035.25",$98.51,$100.00,$1.49,Bought 0.00185744 BTC for 100.00 USD
6de33f34-179b-f83e-acb5-601459547e2c,2021-11-17 04:25:00 UTC,Buy,BTC,0.00187705,USD,"$52,481.42",$98.51,$100.00,$1.49,Bought 0.00187705 BTC for 100.00 USD
c9766b2e-5222-a45e-061d-fd84132f7212,2021-11-24 04:04:00 UTC,Buy,BTC,0.00197934,USD,"$49,769.07",$98.51,$100.00,$1.49,Bought 0.00197934 BTC for 100.00 USD
1308c11a-519a-cdcb-206b-6f54e7505a65,2021-12-01 03:58:00 UTC,Buy,BTC,0.00220785,USD,"$44,617.98",$98.51,$100.00,$1.49,Bought 0.00220785 BTC for 100.00 USD
980fddbe-fca9-6b53-8d72-59a78e822c18,2021-12-08 04:13:00 UTC,Buy,BTC,0.00220113,USD,"$44,754.34",$98.51,$100.00,$1.49,Bought 0.00220113 BTC for 100.00 USD
e3545688-98e9-9bc9-9a28-53be4284c1f2,2021-12-15 05:25:00 UTC,Buy,BTC,0.00229126,USD,"$42,993.87",$98.51,$100.00,$1.49,Bought 0.00229126 BTC for 100.00 USD
762874ec-9c34-6ba8-b4a3-6e50dee61e07,2021-12-22 05:09:00 UTC,Buy,BTC,0.00249440,USD,"$39,492.41",$98.51,$100.00,$1.49,Bought 0.00249440 BTC for 100.00 USD
68cc51fa-6326-526a-0e79-aa0b1c3b328d,2021-12-29 04:08:00 UTC,Buy,BTC,0.00249645,USD,"$39,459.97",$98.51,$100.00,$1.49,Bought 0.00249645 BTC for 100.00 USD
65a20320-5638-2821-2241-2e9e82afd384,2022-02-28 19:19:00 UTC,Buy,BTC,0.06290173,USD,"$46,982.81","$2,955.30","$3,000.00",$44.70,Bought 0.06290173 BTC for 3000.00 USD
0005f0df-48da-a604-4553-43c06a65475f,2022-04-19 10:05:00 UTC,Buy,BTC,0.01462485,USD,"$33,678.98",$492.55,$500.00,$7.45,Bought 0.01462485 BTC for 500.00 USD
a9ccd40f-5e44-73e0-d769-8b7eb1506ac1,2022-09-01 18:20:00 UTC,Buy,BTC,0.14827404,USD,"$19,931.34","$2,955.30","$3,000.00",$44.70,Bought 0.14827404 BTC for 3000.00 USD
4eacd52f-c5e5-9739-8bdb-28ea61298c67,2022-09-09 20:37:00 UTC,Buy,BTC,0.15103362,USD,"$19,567.17","$2,955.30","$3,000.00",$44.70,Bought 0.15103362 BTC for 3000.00 USD
5a786d8c-d7e1-dfad-9906-2855328af50b,2022-11-06 21:43:00 UTC,Buy,BTC,0.04404277,USD,"$16,775.17",$738.83,$750.00,$11.18,Bought 0.04404277 BTC for 750.00 USD
49804e6d-4c89-39e1-89ea-2b7f5c0d0474,2023-02-12 21:19:00 UTC,Buy,BTC,0.01944163,USD,"$25,334.81",$492.55,$500.00,$7.45,Bought 0.01944163 BTC for 500.00 USD
ba753cab-a04c-9b0b-6c1e-54964dc030ca,2023-02-13 15:38:00 UTC,Buy,BTC,0.11693979,USD,"$25,271.98","$2,955.30","$3,000.00",$44.70,Bought 0.11693979 BTC for 3000.00 USD
5b9961a5-6d38-3d7e-0e5f-8401b1590e7e,2023-05-18 09:43:00 UTC,Buy,BTC,0.10509888,USD,"$28,119.23","$2,955.30","$3,000.00",$44.70,Bought 0.10509888 BTC for 3000.00 USD
8aa9a024-4429-3624-1b71-704541592fdd,2023-07-12 12:08:00 UTC,Buy,BTC,0.10705445,USD,"$27,605.58","$2,955.30","$3,000.00",$44.70,Bought 0.10705445 BTC for 3000.00 USD
dcead6e3-c97c-233c-bb49-2f3df9f5ad78,2023-12-24 13:32:00 UTC,Buy,BTC,0.01148378,USD,"$42,890.94",$492.55,$500.00,$7.45,Bought 0.01148378 BTC for 500.00 USD
e12c909f-c770-9f39-3a59-4ecfe83da7e8,2024-02-10 15:10:00 UTC,Buy,BTC,0.01565708,USD,"$62,917.21",$985.10,"$1,000.00",$14.90,Bought 0.01565708 BTC for 1000.00 USD
e1c655cd-e910-0ff7-a9d5-bb03426ba613,2024-02-25 09:55:00 UTC,Buy,BTC,0.02799736,USD,"$70,370.93","$1,970.20","$2,000.00",$29.80,Bought 0.02799736 BTC for 2000.00 USD
615258a4-8f00-f15e-be86-d95a859e15c3,2024-10-07 11:23:00 UTC,Buy,BTC,0.03816097,USD,"$77,443.00","$2,955.30","$3,000.00",$44.70,Bought 0.03816097 BTC for 3000.00 USD
f218b3b0-b859-e919-39f3-80efb2ac5436,2024-11-18 21:17:00 UTC,Buy,BTC,0.00530179,USD,"$92,902.65",$492.55,$500.00,$7.45,Bought 0.00530179 BTC for 500.00 USD
