Reference,Date & Time (UTC),Transaction Type,Amount USD,Fee USD,Amount BTC,Fee BTC,BTC Price,Cost Basis (USD),Destination,Description,Transaction Hash,Note
8e86a1df-516f-4334-0646-13b0bb9fd2d1,Jan 22 2026 12:59:22,Deposit,20.00,,,,,,,,,
c171900a-8d02-6386-7d0b-f865333b8a42,Jan 22 2026 13:00:00,Purchase,-20.00,,0.00020139,,99307.78,20.00,,,,
f3c127c9-2fda-40b9-6c00-2d032a6d0c96,Jan 24 2026 13:02:22,Deposit,25.00,,,,,,,,,
9b68f641-0d13-b6a6-0b75-bd5909f18d8a,Jan 24 2026 13:03:00,Purchase,-25.00,,0.00025846,,96725.92,25.00,,,,
ab3c6591-ae93-26b6-3072-ccfe0b42ac18,Jan 25 2026 13:04:22,Deposit,30.00,,,,,,,,,
684014aa-f616-f06e-f624-1bd9b61e8e26,Jan 25 2026 13:05:00,Purchase,-30.00,,0.00029298,,102396.16,30.00,,,,
80b380a1-237c-2f10-18b9-3468309a5aa7,Jan 26 2026 13:01:22,Deposit,20.00,,,,,,,,,
c4abd288-34e1-2164-3a48-3fd33397581c,Jan 26 2026 13:02:00,Purchase,-20.00,,0.00020383,,98119.60,20.00,,,,
a4d243cd-9210-2256-703d-ecabce7576c9,Jan 27 2026 13:01:22,Deposit,100.00,,,,,,,,,
39799c55-0f81-a60a-b085-2d7c4aef520f,Jan 27 2026 13:02:00,Purchase,-100.00,,0.00098246,,101785.10,100.00,,,,
5e931b2b-e2ba-a29b-b5d8-7a443f64948f,Jan 29 2026 13:04:22,Deposit,25.00,,,,,,,,,
515042e5-ca37-8419-af37-39bc4b716148,Jan 29 2026 13:05:00,Purchase,-25.00,,0.00024961,,100155.81,25.00,,,,
27003362-9d99-5297-ef0b-a44ff04d19ec,Jan 31 2026 12:59:22,Deposit,25.00,,,,,,,,,
fe5bcd92-26b0-ed9c-e5ec-66d01e339fa1,Jan 31 2026 13:00:00,Purchase,-25.00,,0.00024340,,102713.45,25.00,,,,
b541324f-0944-b774-6297-63d2dcf99df1,Feb 01 2026 13:02:22,Deposit,20.00,,,,,,,,,
f33a233b-fe47-16f3-abc0-5c946c59a9c6,Feb 01 2026 13:03:00,Purchase,-20.00,,0.00019906,,100473.67,20.00,,,,
e28efb00-be22-f898-114f-885897e6ccd1,Feb 01 2026 16:51:22,Deposit,500.00,,,,,,,,,
99ce332d-25fe-79ee-9de9-b4e7733adfa9,Feb 01 2026 16:52:00,Purchase,-500.00,,0.00497745,,100453.01,500.00,,,,
36a8baee-0e1f-e19b-a600-2f63834f5b53,Feb 02 2026 13:02:22,Deposit,100.00,,,,,,,,,
5bce481b-ba5a-3ff9-bda4-c9486e944405,Feb 02 2026 13:03:00,Purchase,-100.00,,0.00099537,,100465.28,100.00,,,,
41820d9c-1e5c-a513-8ed1-de7e5b11753a,Feb 04 2026 12:59:22,Deposit,20.00,,,,,,,,,
c651b0db-1cc3-a88b-46c8-8230151cfc19,Feb 04 2026 13:00:00,Purchase,-20.00,,0.00019335,,103440.43,20.00,,,,
1d4753b3-ea3c-f5d0-adb7-2868551f1962,Feb 05 2026 13:00:22,Deposit,50.00,,,,,,,,,
1ee554e8-a6cf-95c1-2fcf-e6133261b546,Feb 05 2026 13:01:00,Purchase,-50.00,,0.00049983,,100035.00,50.00,,,,
7b546efa-1890-c758-8c8d-1835d3cba94e,Feb 06 2026 13:00:22,Deposit,100.00,,,,,,,,,
76f1439c-2c19-fc21-4db8-92186fe15de1,Feb 06 2026 13:01:00,Purchase,-100.00,,0.00099749,,100251.34,100.00,,,,
a06ad57e-58c8-ac09-b221-cac755cf232f,Feb 09 2026 13:04:22,Deposit,25.00,,,,,,,,,
a35b5e52-c944-44b7-82ea-fc2fcbf558b7,Feb 09 2026 13:05:00,Purchase,-25.00,,0.00024138,,103573.02,25.00,,,,
dd0f6791-66f6-c3b5-cdcc-00fbda710154,Feb 11 2026 13:00:22,Deposit,20.00,,,,,,,,,
fb06d08f-0417-7e28-436f-9e5f754d8a85,Feb 11 2026 13:01:00,Purchase,-20.00,,0.00020385,,98109.74,20.00,,,,
fd477c64-90f5-2b3d-2001-8067c5e489a4,Feb 13 2026 13:01:22,Deposit,50.00,,,,,,,,,
5fb84cf7-4f55-43ab-74a1-3c65e8b32ca2,Feb 13 2026 13:02:00,Purchase,-50.00,,0.00051623,,96856.95,50.00,,,,
d0c59a37-6dd0-aea4-cc9f-222640e46328,Feb 16 2026 13:03:22,Deposit,30.00,,,,,,,,,
cab1d6da-2ced-bb2c-dec1-546c89b397e0,Feb 16 2026 13:04:00,Purchase,-30.00,,0.00030163,,99460.75,30.00,,,,
868493d4-d63f-ef88-4543-5943f62078e6,Feb 17 2026 13:04:22,Deposit,30.00,,,,,,,,,
3ea315b7-a067-5f30-9a6a-26ad6972e22c,Feb 17 2026 13:05:00,Purchase,-30.00,,0.00029586,,101399.55,30.00,,,,
76b8e2b8-675a-93fd-441c-48a159be3d32,Feb 18 2026 13:00:22,Deposit,100.00,,,,,,,,,
d5b9639a-7da3-66d3-7de9-c2d3d0a877e0,Feb 18 2026 13:01:00,Purchase,-100.00,,0.00099203,,100802.95,100.00,,,,
f7cf24f8-f0db-7253-e90c-e4de4182d562,Feb 19 2026 13:00:22,Deposit,50.00,,,,,,,,,
3ceeac8f-8034-bb73-eaa0-8c3d397817e4,Feb 19 2026 13:01:00,Purchase,-50.00,,0.00050191,,99618.53,50.00,,,,
cfa9bed1-9284-b1bc-6d16-aa556364df69,Feb 20 2026 13:04:22,Deposit,50.00,,,,,,,,,
6bb3eed7-bc44-a87f-d6dc-5f32e3db6aab,Feb 20 2026 13:05:00,Purchase,-50.00,,0.00052021,,96115.92,50.00,,,,
68b1da48-d71e-4aa8-3e69-7293852b891c,Feb 21 2026 12:59:22,Deposit,30.00,,,,,,,,,
ec494bf8-190b-5fe0-6b8e-dc71eefa200c,Feb 21 2026 13:00:00,Purchase,-30.00,,0.00029745,,100856.18,30.00,,,,
b390f578-d3b1-832f-1444-14a26005b122,Feb 23 2026 13:01:22,Deposit,50.00,,,,,,,,,
9e8e51bb-a47f-608f-bf9a-c994c76679da,Feb 23 2026 13:02:00,Purchase,-50.00,,0.00050290,,99423.87,50.00,,,,
21696149-2613-d1c8-816b-793ff66971e3,Feb 24 2026 12:59:22,Deposit,20.00,,,,,,,,,
4352c0d6-572c-e320-1477-cf04bea7bd98,Feb 24 2026 13:00:00,Purchase,-20.00,,0.00020585,,97156.80,20.00,,,,
226b9e5c-7c59-0578-4172-fb28a0106bf4,Feb 26 2026 13:02:22,Deposit,50.00,,,,,,,,,
c7a720cf-7765-eca6-9159-cc57bba50203,Feb 26 2026 13:03:00,Purchase,-50.00,,0.00050025,,99949.50,50.00,,,,
b9999f40-e81b-3e06-453e-ea14b8720650,Feb 27 2026 13:02:22,Deposit,50.00,,,,,,,,,
8317f421-4e5a-eab3-4d6e-11fd66055b3e,Feb 27 2026 13:03:00,Purchase,-50.00,,0.00051266,,97529.64,50.00,,,,
cdd535f9-d536-69bb-5bcb-c525a19929fb,Mar 01 2026 13:01:22,Deposit,20.00,,,,,,,,,
6ed6e5bd-9bd9-fddb-aff0-a3db1ced8a23,Mar 01 2026 13:02:00,Purchase,-20.00,,0.00019846,,100774.88,20.00,,,,
b0a4ade0-95d8-cfb1-19cd-0c75b193d4ea,Mar 02 2026 13:00:22,Deposit,25.00,,,,,,,,,
05055a53-5705-98c4-fc7a-39e8f2a34a8b,Mar 02 2026 13:01:00,Purchase,-25.00,,0.00025275,,98910.18,25.00,,,,
7a77a92d-b7ba-44fa-2401-22f9e72329d7,Mar 03 2026 13:04:22,Deposit,100.00,,,,,,,,,
6d031a09-ac3e-810b-fb68-9b8520950925,Mar 03 2026 13:05:00,Purchase,-100.00,,0.00099032,,100977.35,100.00,,,,
da81ee5a-a1b9-3a31-6ebe-e0ec0c2d836b,Mar 05 2026 13:00:22,Deposit,20.00,,,,,,,,,
3586cabb-5fe1-d44d-3bc8-0d05fd30057b,Mar 05 2026 13:01:00,Purchase,-20.00,,0.00019668,,101688.91,20.00,,,,
2408bc3a-f688-6bd6-6fb8-27ff0322377f,Mar 06 2026 12:59:22,Deposit,50.00,,,,,,,,,
a5663875-82e0-e34f-fd77-f12655145199,Mar 06 2026 13:00:00,Purchase,-50.00,,0.00052506,,95226.64,50.00,,,,
97a3f3d8-bf31-94a0-0595-483f13737ff8,Mar 08 2026 13:00:22,Deposit,20.00,,,,,,,,,
68171af5-a2f7-77b3-7d55-12a4fdb9c522,Mar 08 2026 13:01:00,Purchase,-20.00,,0.00019688,,101584.61,20.00,,,,
ce01d514-3480-ecd9-a6c4-437a133788ca,Mar 08 2026 15:43:22,Deposit,500.00,,,,,,,,,
04298b88-e4b9-e419-f894-3ebd7808ca39,Mar 08 2026 15:44:00,Purchase,-500.00,,0.00492097,,101606.02,500.00,,,,
989dbf92-9a5a-4c9c-a070-872f942737df,Mar 10 2026 13:04:22,Deposit,30.00,,,,,,,,,
a876fff4-e3b8-4583-5a06-68359f457e41,Mar 10 2026 13:05:00,Purchase,-30.00,,0.00030324,,98930.87,30.00,,,,
e92fb6f1-1d75-7fe6-7b53-0a6ebb5d7528,Mar 12 2026 12:59:22,Deposit,20.00,,,,,,,,,
b31b2338-53f7-940d-866a-a69669e3e408,Mar 12 2026 13:00:00,Purchase,-20.00,,0.00019718,,101432.51,20.00,,,,
16594861-02e7-3c67-4970-f598f70f3425,Mar 13 2026 13:03:22,Deposit,20.00,,,,,,,,,
bfd21493-5f58-9b51-ec2b-4622efb3dcb1,Mar 13 2026 13:04:00,Purchase,-20.00,,0.00019617,,101952.77,20.00,,,,
311b8904-eec1-3473-c4af-b20106cdbf97,Mar 14 2026 13:04:22,Deposit,20.00,,,,,,,,,
f78e28b2-c715-3525-6d6f-4a32416214c4,Mar 14 2026 13:05:00,Purchase,-20.00,,0.00020133,,99340.30,20.00,,,,
7e0b1ce9-5b54-5a9c-a8fc-72d29bb16ca7,Mar 15 2026 12:59:22,Deposit,50.00,,,,,,,,,
b956e58d-dec4-5dfc-2f9e-08ba54951bd8,Mar 15 2026 13:00:00,Purchase,-50.00,,0.00048835,,102385.50,50.00,,,,
4b9e1c87-f2c1-69f7-23d1-3bca7b523a85,Mar 17 2026 13:03:22,Deposit,100.00,,,,,,,,,
802b086e-1d07-abb7-d8a8-ebef84b95196,Mar 17 2026 13:04:00,Purchase,-100.00,,0.00101629,,98397.16,100.00,,,,
c5fac8fa-1edf-5a71-3a0c-e8b33759df24,Mar 18 2026 13:03:22,Deposit,20.00,,,,,,,,,
ea56e300-4bc6-a2fb-e1b6-517c270299d8,Mar 18 2026 13:04:00,Purchase,-20.00,,0.00019834,,100837.44,20.00,,,,
3f59216d-fa0c-7481-22e2-617f0e38de1e,Mar 19 2026 13:00:22,Deposit,20.00,,,,,,,,,
f7f63d4e-b5f9-d121-0cef-910e1264bcc2,Mar 19 2026 13:01:00,Purchase,-20.00,,0.00019347,,103373.02,20.00,,,,
0c30a7e1-0f10-3044-435c-61a31322c683,Mar 20 2026 13:00:22,Deposit,25.00,,,,,,,,,
0cedf213-9922-d754-4b3c-84ac3de432f0,Mar 20 2026 13:01:00,Purchase,-25.00,,0.00024032,,104029.76,25.00,,,,
4a89caa1-5852-4a81-aeba-059484d67b57,Mar 21 2026 13:03:22,Deposit,100.00,,,,,,,,,
3ea9ef36-4040-c264-073d-ede8955f0f61,Mar 21 2026 13:04:00,Purchase,-100.00,,0.00095644,,104554.47,100.00,,,,
19d71cdc-ed5c-15d9-218f-3d9a8a89dbee,Mar 22 2026 13:01:22,Deposit,25.00,,,,,,,,,
37e3b685-e65e-645e-cda8-94f99d9a8160,Mar 22 2026 13:02:00,Purchase,-25.00,,0.00024996,,100017.13,25.00,,,,
04397cda-9b65-6479-a76b-cd54dbfb9407,Mar 23 2026 13:01:22,Deposit,20.00,,,,,,,,,
0367ec22-bef0-3923-2b3c-462b78523bec,Mar 23 2026 13:02:00,Purchase,-20.00,,0.00019756,,101236.70,20.00,,,,
a12c6eb0-be43-b212-1089-7014ef740cac,Mar 26 2026 12:59:22,Deposit,50.00,,,,,,,,,
94ed605c-65ce-d732-9721-ea7f28385d94,Mar 26 2026 13:00:00,Purchase,-50.00,,0.00048518,,103054.98,50.00,,,,
70c8c396-62df-94a9-1b9f-879fa4f59ae5,Mar 27 2026 13:01:22,Deposit,30.00,,,,,,,,,
59ab9084-3003-9c33-fea8-b61becc4d567,Mar 27 2026 13:02:00,Purchase,-30.00,,0.00029752,,100833.69,30.00,,,,
a7014bb6-a5bc-6ef6-35b5-9bf137332eb3,Mar 28 2026 12:59:22,Deposit,30.00,,,,,,,,,
f76b6d49-53a2-ad99-7ff2-e27a6b21b85a,Mar 28 2026 13:00:00,Purchase,-30.00,,0.00028338,,105865.27,30.00,,,,
d5f6d866-3d24-04df-94ff-a3a7ce41eb1c,Mar 29 2026 13:01:22,Deposit,100.00,,,,,,,,,
c34aca89-2d97-6322-aca9-05c431c07d75,Mar 29 2026 13:02:00,Purchase,-100.00,,0.00096611,,103508.03,100.00,,,,
7b3a542d-bc26-1e7e-299a-89600e9aeff9,Mar 30 2026 13:03:22,Deposit,50.00,,,,,,,,,
39db363c-765b-77d6-1aeb-ecc1e15a0ecd,Mar 30 2026 13:04:00,Purchase,-50.00,,0.00049200,,101625.94,50.00,,,,
d1cb0b4d-21dd-bb64-c8f8-38258086d96a,Mar 31 2026 13:04:22,Deposit,50.00,,,,,,,,,
c100240f-3c63-64f2-373f-43da032ebed0,Mar 31 2026 13:05:00,Purchase,-50.00,,0.00047480,,105306.74,50.00,,,,
31dea44d-492a-4753-cda2-ff6262e9737a,Apr 01 2026 12:59:22,Deposit,50.00,,,,,,,,,
4fd5ba7f-db22-4add-a3c6-3e5f3a86d526,Apr 01 2026 13:00:00,Purchase,-50.00,,0.00047707,,104805.71,50.00,,,,
937a0669-c0f9-deae-99da-9843f6534aaf,Apr 01 2026 18:21:22,Deposit,2000.00,,,,,,,,,
f81b162a-269c-b1da-dd7f-89ff27925a77,Apr 01 2026 18:22:00,Purchase,-2000.00,,0.01907967,,104823.63,2000.00,,,,
820dbe4e-dcbd-51df-1776-cefe893186f3,Apr 02 2026 12:59:22,Deposit,30.00,,,,,,,,,
35106817-a5f3-f641-620d-cc9db38ffe9b,Apr 02 2026 13:00:00,Purchase,-30.00,,0.00029742,,100866.35,30.00,,,,
fbef2392-e9d2-1c57-b306-4fccd940075c,Apr 02 2026 19:23:22,Deposit,2000.00,,,,,,,,,
a171a483-3851-edb3-76a5-9bfd17d2085f,Apr 02 2026 19:24:00,Purchase,-2000.00,,0.01982417,,100886.93,2000.00,,,,
19a6dec2-4edf-c436-a9ac-2873b669b725,Apr 03 2026 12:59:22,Deposit,25.00,,,,,,,,,
11a19105-83e1-6c85-7f76-2694929e3fc5,Apr 03 2026 13:00:00,Purchase,-25.00,,0.00024867,,100533.51,25.00,,,,
2ff94531-3f4f-842a-2fa0-fd7274818c2d,Apr 04 2026 13:02:22,Deposit,20.00,,,,,,,,,
a2cc5f28-bf1d-add5-6ebe-e3e35262fcf0,Apr 04 2026 13:03:00,Purchase,-20.00,,0.00019753,,101250.66,20.00,,,,
f0045ed5-89a5-e960-07f1-d9da92d9f865,Apr 07 2026 13:02:22,Deposit,100.00,,,,,,,,,
0645ccf0-6fbb-fb9a-fca6-048d96037445,Apr 07 2026 13:03:00,Purchase,-100.00,,0.00094567,,105745.34,100.00,,,,
beb08245-dc97-b08a-be73-94dd548fed06,Apr 08 2026 13:04:22,Deposit,20.00,,,,,,,,,
41f21148-ad83-e7cf-7767-66ed6c4b3e6d,Apr 08 2026 13:05:00,Purchase,-20.00,,0.00019159,,104391.45,20.00,,,,
3cb547a1-f7ff-7b43-0c8c-06695b1ce44d,Apr 09 2026 13:04:22,Deposit,50.00,,,,,,,,,
d521ecee-ede7-f221-be8d-761b6f81d584,Apr 09 2026 13:05:00,Purchase,-50.00,,0.00046881,,106651.93,50.00,,,,
c317748f-f6cb-383d-c264-90c7bf58ec6b,Apr 10 2026 13:02:22,Deposit,100.00,,,,,,,,,
f4ca10e4-97b0-0dd5-8a0a-2809e7bfb879,Apr 10 2026 13:03:00,Purchase,-100.00,,0.00098367,,101660.25,100.00,,,,
a7c9c31f-fee4-454d-9c2a-77104f04eb1f,Apr 11 2026 13:01:22,Deposit,30.00,,,,,,,,,
dfd71a38-b7c0-3d24-1fa0-10c2bbb75488,Apr 11 2026 13:02:00,Purchase,-30.00,,0.00028048,,106961.03,30.00,,,,
abda5654-3998-26b2-ec66-172ada1f0bdb,Apr 12 2026 13:04:22,Deposit,30.00,,,,,,,,,
20d6d324-f913-2e60-c742-8a4ec470591b,Apr 12 2026 13:05:00,Purchase,-30.00,,0.00028323,,105922.61,30.00,,,,
42b1ac16-334d-18bd-a828-807db9e25f1b,Apr 13 2026 12:59:22,Deposit,25.00,,,,,,,,,
8e9f1acc-4701-bc09-8c3b-0347a1dcbcd1,Apr 13 2026 13:00:00,Purchase,-25.00,,0.00023997,,104181.56,25.00,,,,
b0b0bbed-af6f-739f-87e4-16a42c0304ed,Apr 14 2026 12:59:22,Deposit,25.00,,,,,,,,,
8f295875-2321-4dd4-7fe6-3770738b57f0,Apr 14 2026 13:00:00,Purchase,-25.00,,0.00024518,,101964.11,25.00,,,,
69c665e8-4bda-ccd1-a111-bb63afb12a87,Apr 15 2026 13:01:22,Deposit,50.00,,,,,,,,,
ae31fe83-93b3-98dd-2a83-e210dbd4ccdb,Apr 15 2026 13:02:00,Purchase,-50.00,,0.00049479,,101052.87,50.00,,,,
9aa7c7ff-ddbb-1578-9473-d55cd893c39c,Apr 16 2026 13:00:22,Deposit,50.00,,,,,,,,,
57c6a1b6-62b2-626b-d33e-05f9f699e6e5,Apr 16 2026 13:01:00,Purchase,-50.00,,0.00047891,,104403.15,50.00,,,,
573fc2d5-5ba8-636a-f90e-9e80e6f4d3fb,Apr 17 2026 12:59:22,Deposit,20.00,,,,,,,,,
daef1c37-984a-321a-8aa2-493b4d79802d,Apr 17 2026 13:00:00,Purchase,-20.00,,0.00019571,,102194.02,20.00,,,,
2e1c8399-a67f-b503-bc38-d3c92bf76fd8,Apr 18 2026 13:04:22,Deposit,100.00,,,,,,,,,
02682f20-0f3b-f39b-39b3-8ba6f6c1e5cd,Apr 18 2026 13:05:00,Purchase,-100.00,,0.00096876,,103224.63,100.00,,,,
21872c94-e560-1e09-c88a-0700c08b312f,Apr 19 2026 13:01:22,Deposit,25.00,,,,,,,,,
76105fc7-4e55-6f7d-a186-4c1a18e7b6a4,Apr 19 2026 13:02:00,Purchase,-25.00,,0.00023143,,108022.00,25.00,,,,
5db861b6-e69b-36bd-94d1-c10e5e80a287,Apr 20 2026 13:01:22,Deposit,50.00,,,,,,,,,
3c92226d-bd91-5b95-d11d-455686be6a9b,Apr 20 2026 13:02:00,Purchase,-50.00,,0.00046624,,107241.10,50.00,,,,
54a2f8fa-58ee-bcba-35ad-66dfddbe1620,Apr 21 2026 13:01:22,Deposit,25.00,,,,,,,,,
254277fb-6852-996a-9ae9-7d64b4b9616a,Apr 21 2026 13:02:00,Purchase,-25.00,,0.00023373,,106961.92,25.00,,,,
7a52b2f6-9cd0-d48f-3bfa-d30121605534,Apr 22 2026 13:02:22,Deposit,50.00,,,,,,,,,
6ab353d7-464b-8384-5d74-d4398a6f3a18,Apr 22 2026 13:03:00,Purchase,-50.00,,0.00046167,,108302.64,50.00,,,,
a3cfef12-3b36-5d95-65c6-ab8d166c621a,Apr 23 2026 13:02:22,Deposit,20.00,,,,,,,,,
e2e7563b-9aa4-efd5-c056-ad9070d2b0fd,Apr 23 2026 13:03:00,Purchase,-20.00,,0.00019274,,103768.56,20.00,,,,
fc6339e8-c357-2014-92ba-3fac6e6a665f,Apr 24 2026 20:48:22,Deposit,500.00,,,,,,,,,
14cdddb8-622c-521c-b298-e6cb9620abef,Apr 24 2026 20:49:00,Purchase,-500.00,,0.00478987,,104387.03,500.00,,,,
21614ead-1ace-6a96-8563-88a535bd1d40,Apr 26 2026 13:04:22,Deposit,100.00,,,,,,,,,
31813a39-390b-1b02-78f8-5c7d8255d9e4,Apr 26 2026 13:05:00,Purchase,-100.00,,0.00093169,,107331.30,100.00,,,,
a8759a6c-0948-02e9-84b7-ca5ed5033549,Apr 27 2026 12:59:22,Deposit,20.00,,,,,,,,,
cc3851f0-50e0-d7b3-a22f-a673e14b67ff,Apr 27 2026 13:00:00,Purchase,-20.00,,0.00019383,,103184.25,20.00,,,,
0c197efb-e5b6-e2f4-13a7-770065acd8e8,Apr 29 2026 12:59:22,Deposit,30.00,,,,,,,,,
26723b2d-7995-4dd6-2b96-0069372bca6c,Apr 29 2026 13:00:00,Purchase,-30.00,,0.00028697,,104540.41,30.00,,,,
df26c9d6-a29a-5546-4a69-a5e68dbeea77,Apr 30 2026 12:59:22,Deposit,25.00,,,,,,,,,
b53f0c90-d924-62a8-1498-e60ea03c64f0,Apr 30 2026 13:00:00,Purchase,-25.00,,0.00024337,,102724.89,25.00,,,,
683830b4-cc6d-95e4-25c8-a96cfdfdf9cf,May 01 2026 13:04:22,Deposit,50.00,,,,,,,,,
5cd60276-74f4-3e05-df3c-2993b39ebd3d,May 01 2026 13:05:00,Purchase,-50.00,,0.00046630,,107228.02,50.00,,,,
169a4c0d-55ea-c292-0cc2-b565ae1a1d06,May 02 2026 13:02:22,Deposit,25.00,,,,,,,,,
179f2251-4f60-47ba-3441-e446167b477b,May 02 2026 13:03:00,Purchase,-25.00,,0.00023544,,106186.14,25.00,,,,
2337ff7e-5eec-e57c-0954-cda3988cae86,May 03 2026 13:01:22,Deposit,30.00,,,,,,,,,
0c40c299-3e41-5226-0087-639232ed760a,May 03 2026 13:02:00,Purchase,-30.00,,0.00027962,,107287.95,30.00,,,,
0e8a1997-5e35-0488-3d2c-6d581a3d7473,May 05 2026 13:04:22,Deposit,30.00,,,,,,,,,
6f0af921-7fd5-5da8-3a4b-6b2d7af23d98,May 05 2026 13:05:00,Purchase,-30.00,,0.00029198,,102747.79,30.00,,,,
dd8f3651-3153-aa33-b231-39c146b7ac50,May 06 2026 13:02:22,Deposit,20.00,,,,,,,,,
381347ad-72cf-cc14-e3c5-e8ee22679fe1,May 06 2026 13:03:00,Purchase,-20.00,,0.00019429,,102940.74,20.00,,,,
b208f700-5536-3295-9297-0899ce94ad79,May 07 2026 13:02:22,Deposit,25.00,,,,,,,,,
